Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
18986201;Master en UX/UI - Streaming;Facebook Lead Ads: UX/UI STR Junio 2;uxui1020_streaming-esp_junio;Facebook;Paid Social;;Entrevistado
18985551;Master en UX/UI - Streaming;Facebook Lead Ads: UX/UI STR Junio 2;uxui1020_streaming-esp_junio;Facebook;Paid Social;;Contactado Efectivo
18985001;Digital Traffic Management - Streaming;Máster Digital Traffic Management Streaming - Nuclio digital School: Form 2 Máster Traffic Streaming - Landing PPC;cursos  seo;bck_general;Paid Search;spain;
18985301;Full Stack Development - Streaming;Facebook Lead Ads: FSD Form STR;fsd0920_streaming_mayo;Facebook;Paid Social;;
18983801;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;
18983701;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_paises2-landing_febrero;Facebook;Paid Social;turkey;
18983751;Master en UX/UI;Facebook Lead Ads: UX/UI Design Form Julio;b2b0920_general_junio;Facebook;Paid Social;;
18983601;Digital Product Management - Streaming;Facebook Lead Ads: DPM Streaming Julio;dpm0920_streaming-general_julio;Facebook;Paid Social;;Contactado Efectivo
18982851;Digital Product Management - Streaming;Máster en Digital Product Management - PPC - Nuclio digital School: Máster Product Management PPC Landing;product  manager;bck_general;Paid Search;spain;Contactado Efectivo
18982301;;;;API;Offline Sources;;
18982101;Digital Traffic Management;Facebook Lead Ads: DTM Junio;dtm0920_general_junio;Facebook;Paid Social;;
18981801;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0920_general_abril;Facebook;Paid Social;spain;
18981651;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;jordan;
18981501;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;turkey;
18981351;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_paises2-landing_febrero;Facebook;Paid Social;saudi arabia;Entrevistado
18980701;;;FacebookMessenger;SOCIAL;Offline Sources;;
18979951;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18979751;B2B Management - EN;Master in B2B Sales Management - Nuclio digital School: Descarga Catalogo B2B EN;;nuclio.school/master-b2b-sales-management;Direct Traffic;spain;Entrevistado
18979101;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0920_general_abril;Facebook;Paid Social;spain;
18979001;Digital Marketing - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;Contactado Efectivo
18978401;Dirección de Ventas B2B;Facebook Lead Ads: B2B Junio Form;b2b0920_general_junio;Facebook;Paid Social;;Contactado Efectivo
18976851;Bilbao - Full Stack Development;Facebook Lead Ads: FSD Bilbao Form Light;bilbao_programas_julio;Facebook;Paid Social;;
18976101;Bilbao - Full Stack Development;Facebook Lead Ads: FSD Bilbao Form Light;bilbao_programas_julio;Facebook;Paid Social;;
18975801;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países-landing_febrero;Facebook;Paid Social;united arab emirates;Concertado
18974001;Digital Traffic Management;Facebook Lead Ads: DTM Junio;dtm0920_general_junio;Facebook;Paid Social;;
18973501;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18971901;;;Zoom Integration;INTEGRATION;Offline Sources;;
18971651;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18971201;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;jordan;Contactado Efectivo
18971101;Digital Product Management - Streaming;Facebook Lead Ads: DPM Streaming Julio;dpm0920_streaming-general_julio;Facebook;Paid Social;;
18970201;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18969101;;;EMAIL_INTEGRATION;SALES;Offline Sources;;
18968351;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0920_general_abril;Facebook;Paid Social;;
18968201;Data Science;;CRM_UI;CONTACTS;Offline Sources;;Contactado Efectivo
18968001;;;;API;Offline Sources;;
18967151;Master en UX/UI;Facebook Lead Ads: UX/UI Design Form Julio;uxui1020_general-form_julio;Facebook;Paid Social;spain;Concertado
18965951;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;Contactado Efectivo
18965251;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;product  management;long_tail_general;Paid Search;croatia;Contactado Efectivo
18964701;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;france;
18964201;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;dpmen0320_paises2-landing_febrero;Facebook;Paid Social;united arab emirates;Entrevistado
18963901;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;Contactado Efectivo
18963601;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;;Contactado Efectivo
18963201;Digital Product Management;Máster en Digital Product Management - PPC - Nuclio digital School: Descarga Catalogo Digital Product Manager;cursos  product  owner;long_tail_general;Paid Search;spain;
18962901;Digital Traffic Management;Facebook Lead Ads: DTM Junio;dtm0920_general_junio;Facebook;Paid Social;;
18962801;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;united kingdom;
18962501;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;netherlands;Concertado
18962451;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0920_general_junio;Facebook;Paid Social;;Contactado Efectivo
18961801;Master en UX/UI - Streaming;Facebook Lead Ads: UX/UI STR Junio 2;uxui1020_streaming-esp_junio;Facebook;Paid Social;;Entrevistado
18960901;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;;Contactado Efectivo
18960851;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18960201;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;jordan;Contactado Efectivo
14452901;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Contactado Efectivo
18958351;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;
18957951;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países-landing_febrero;Facebook;Paid Social;united arab emirates;
18957901;Digital Product Management - Streaming;Facebook Lead Ads: DPM Streaming Julio;dpm0920_streaming-general_julio;Facebook;Paid Social;;
18957701;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;portugal;Contactado Efectivo
18957401;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;jordan;
18957251;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;Unknown keywords (SSL);Auto-tagged PPC;Paid Search;united states;
18956901;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;;Contactado Efectivo
18956651;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;germany;
18956601;B2B Management - EN;Facebook Lead Ads: B2B EN J Form;dpmen0320_paises2-landing_febrero;Facebook;Paid Social;qatar;
18956201;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;Unknown keywords (SSL);Auto-tagged PPC;Paid Search;colombia;Concertado
18956001;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;;nuclio.school/digital-product-management-intensive-master;Direct Traffic;spain;
18955401;Dirección de Ventas B2B;Facebook Lead Ads: B2B Junio Form;b2b0920_general_junio;Facebook;Paid Social;;
18955201;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;united kingdom;
18954301;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;Entrevistado
18953751;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;turkey;Trámites e-mail
18953601;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;Contactado Efectivo
18953501;Dirección de Ventas B2B;Facebook Lead Ads: B2B Junio Form;b2b0920_general_junio;Facebook;Paid Social;spain;
18953451;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;Contactado Efectivo
18951001;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;ireland;Matrícula enviada
18949901;Digital Marketing - EN;Meetings Link: joanne-mattar;;nuclio.school/online-master-in-digital-marketing;Direct Traffic;spain;Concertado
18949501;;;;API;Offline Sources;;
18947751;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;Contactado Efectivo
18946951;Digital Traffic Management;Facebook Lead Ads: DTM Junio-2;dtm0920_general_junio;Facebook;Paid Social;;
18946551;;;Zoom Integration;INTEGRATION;Offline Sources;;
18945751;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países-landing_febrero;Facebook;Paid Social;united arab emirates;Entrevistado
18944301;Dirección de Ventas B2B;Facebook Lead Ads: B2B Junio Form;b2b0920_general_junio;Facebook;Paid Social;spain;Contactado Efectivo
18942751;;;Zoom Integration;INTEGRATION;Offline Sources;;
18942251;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;Contactado Efectivo
18941701;Master en UX/UI - Streaming;Máster UX/UI Design Streaming - Nuclio digital School: Form 2 Máster UX/UI Streaming - Landing PPC;diseño  ux;bck_general;Paid Search;spain;Concertado
18941551;Master en UX/UI;Facebook Lead Ads: UX/UI Design Form Julio;uxui1020_general-form_julio;Facebook;Paid Social;;
18941451;;;Zoom Integration;INTEGRATION;Offline Sources;;
18939851;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;
18939701;Full Stack Development;Full Stack Developer - PPC - Nuclio digital School: Landing PPC Full Stack Developer;cursos  programacion;bck_general;Paid Search;spain;
18939601;;;Zoom Integration;INTEGRATION;Offline Sources;;
18938601;Full Stack Development - Streaming;Facebook Lead Ads: FSD Form STR;fsd0920_streaming_mayo;Facebook;Paid Social;;Contactado Efectivo
18938451;;;Zoom Integration;INTEGRATION;Offline Sources;;
18936901;;;Zoom Integration;INTEGRATION;Offline Sources;;
18936701;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;;
18936401;;;36503;INTEGRATION;Offline Sources;;
18936001;;;Zoom Integration;INTEGRATION;Offline Sources;;
18935401;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;turkey;
18935051;Digital Traffic Management;Máster Digital Traffic Management - PPC - Nuclio digital School: Descarga Catalogo Digital Traffic manager;curso  marketing  digital;long_tail_general;Paid Search;spain;Contactado Efectivo
18934501;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0920_general_junio;Facebook;Paid Social;;
18934251;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países-landing_febrero;Facebook;Paid Social;saudi arabia;
18934151;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;saudi arabia;Concertado
18933851;Digital Traffic Management;Facebook Lead Ads: DTM Junio;dtm0920_general_junio;Facebook;Paid Social;spain;
18933751;;;Zoom Integration;INTEGRATION;Offline Sources;;
18933401;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dpmen0320_paises2-landing_febrero;Facebook;Paid Social;turkey;
18933451;;;Zoom Integration;INTEGRATION;Offline Sources;;
18933351;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;israel;
18933151;Digital Marketing - EN;Facebook Lead Ads: DM May Form;dm1020_last-push_mayo;Facebook;Paid Social;;
18932001;;;;API;Offline Sources;;
18931701;Full Stack Development - Streaming;Facebook Lead Ads: FSD Form STR;fsd0920_streaming_mayo;Facebook;Paid Social;;Entrevistado
18931251;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;india;
18930201;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;;nuclio.school/online-master-in-digital-marketing;Direct Traffic;jordan;Contactado Efectivo
18928601;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Junio Streaming;dtm0920_streaming-general_junio;Facebook;Paid Social;;Trámites e-mail
18928101;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0920_general_junio;Facebook;Paid Social;;Contactado Efectivo
18927901;Digital Product Management - EN;Facebook Lead Ads: DPM EN Junio;dpmen0920_europa_junio;Facebook;Paid Social;;Concertado
18927401;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;belgium;Contactado Efectivo
18927451;Data Science;Máster en Data Science | la era de los Datos | Nuclio digital School: Descarga Catalogo Augmented;Unknown keywords (SSL);campaña_dinámica_búsqueda;Paid Search;spain;Contactado Efectivo
18927351;Full Stack Development - Streaming;Facebook Lead Ads: FSD Form STR;fsd0920_streaming_mayo;Facebook;Paid Social;;
18926701;Digital Product Management;Facebook Lead Ads: DPM Form Marzo;dpm0920_presencial_junio;Facebook;Paid Social;;Contactado Efectivo
18925751;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0920_general_junio;Facebook;Paid Social;;
